6.3826608957e+05 3.9704269459e+06 88 2 69 -1 224 -1
5.4572449959e+05 3.9423140449e+06 119 1 120 -1 5 2
5.4748759897e+05 3.9412566364e+06 120 1 70 7 -1 1
5.4692738913e+05 4.1413827595e+06 3 20 123 -1 4 9
5.4902459686e+05 4.1406767366e+06 3 123 21 -1 15 3
5.4634543049e+05 3.9458571509e+06 119 120 124 6 226 1
5.4479495690e+05 3.9471795560e+06 119 124 118 -1 44 5
5.5071536027e+05 3.9438265449e+06 120 70 125 226 8 2
5.5213629507e+05 3.9434151236e+06 125 70 71 46 -1 7
5.4465909751e+05 4.1388254828e+06 123 20 126 228 10 3
5.4239575838e+05 4.1390199525e+06 126 20 19 11 -1 9
5.4082455971e+05 4.1368574265e+06 126 19 127 263 12 10
5.3790114094e+05 4.1369034458e+06 127 19 18 13 -1 11
5.3639473694e+05 4.1346515047e+06 127 18 128 261 14 12
5.3356241775e+05 4.1345812661e+06 128 18 17 18 -1 13
5.4915855007e+05 4.1364760839e+06 21 123 129 16 228 4
5.5054988315e+05 4.1358183283e+06 21 129 22 -1 17 15
5.5104559305e+05 4.1319178473e+06 22 129 23 -1 150 16
5.3205520909e+05 4.1320823664e+06 128 17 130 259 19 14
5.2926256810e+05 4.1319523426e+06 130 17 16 20 -1 18
5.2780707358e+05 4.1293926082e+06 130 16 131 257 21 19
5.2508605252e+05 4.1291782227e+06 131 16 15 22 -1 20
5.2367279348e+05 4.1265484187e+06 131 15 132 255 23 21
5.2101508095e+05 4.1262628034e+06 132 15 14 24 -1 22
5.1963923579e+05 4.1235408857e+06 132 14 133 253 25 23
5.1705240928e+05 4.1232020624e+06 133 14 13 26 -1 24
5.1571480836e+05 4.1203782320e+06 133 13 134 251 27 25
5.1320041624e+05 4.1199935398e+06 134 13 12 28 -1 26
5.1191699312e+05 4.1170858633e+06 134 12 135 249 29 27
5.0945191891e+05 4.1166550219e+06 135 12 11 30 -1 28
5.0824499505e+05 4.1136851296e+06 135 11 136 247 31 29
5.0580585708e+05 4.1132029310e+06 136 11 10 32 -1 30
5.0470222142e+05 4.1101841714e+06 136 10 137 245 33 31
5.0227002705e+05 4.1096398875e+06 137 10 9 34 -1 32
5.0130560644e+05 4.1065914651e+06 137 9 138 243 35 33
4.9885886283e+05 4.1059637100e+06 138 9 8 36 -1 34
4.9808403979e+05 4.1029053544e+06 138 8 139 241 37 35
